,chr.type,chr,loc.name,pos,mQTL.lod,mQTL.asymp.p,vQTL.lod,vQTL.asymp.p,mvQTL.lod,mvQTL.asymp.p,m__est__(Intercept),m__est__BreedTypeInbred,m__est__mean.QTL.add,m__est__mean.QTL.dom,m__est__BreedTypeInbred:mean.QTL.add,m__est__BreedTypeInbred:mean.QTL.dom,m__se__(Intercept),m__se__BreedTypeInbred,m__se__mean.QTL.add,m__se__mean.QTL.dom,m__se__BreedTypeInbred:mean.QTL.add,m__se__BreedTypeInbred:mean.QTL.dom,v__est__(Intercept),v__est__BreedTypeInbred,v__est__var.QTL.add,v__est__var.QTL.dom,v__est__BreedTypeInbred:var.QTL.add,v__est__BreedTypeInbred:var.QTL.dom,v__se__(Intercept),v__se__BreedTypeInbred,v__se__var.QTL.add,v__se__var.QTL.dom,v__se__BreedTypeInbred:var.QTL.add,v__se__BreedTypeInbred:var.QTL.dom
939,A,3,gpm320d,2040.36,-4.94E-14,1,4.94E-14,1,-4.94E-14,1,11.38740857,1.437266977,-0.534579109,43281.09357,1.104012366,-43104.93008,0.50946867,0.674844152,0.720010299,47264.77358,0.781229109,47266.95101,2.327626385,0.11661943,0.558421233,13547.33029,-1.177602991,-13013.83113,0.407974913,0.528524537,0.363140057,26857.68581,0.479703452,26858.95948
940,A,3,umc2158,2046.61,4.94E-14,1,1.48E-13,1,4.94E-14,1,11.46149357,1.178731739,-0.251391767,1224.604541,1.036811396,-1252.2966,0.482707344,0.715379039,0.676429594,1433.09479,0.768214202,1433.364219,2.28770357,0.615737485,0.651143733,-747.3803421,-1.129508118,532.5671065,0.428774033,0.557919529,0.38253704,1356.881612,0.498573945,1359.913988
941,A,3,umc1495,2047.41,4.94E-14,1,9.87E-14,1,4.94E-14,1,11.55892589,1.036062579,-0.561771199,4116.190254,1.374686159,-4256.947018,0.466566169,0.705096536,0.81619761,5446.722189,0.894631486,5448.563325,2.244268789,0.620627017,0.722829586,-2361.545139,-1.18176679,1256.261846,0.446681964,0.583070092,0.426682913,3694.537561,0.544676771,3727.127687
942,A,3,nfc104c,2050.23,1.83E-12,1,-9.87E-14,1,-1.97E-13,1,9.732517668,3.106807941,-0.7161166,73609041.49,1.387137941,-73692860.17,0.963773106,1.112265777,0.788198325,33977961.58,0.867239212,33977965.36,3.162884009,-0.282694973,0.713578918,-37024278.3,-1.226740427,37000812.45,0.938790589,1.01766951,0.432786628,33116356.88,0.549224342,33116371.38
943,A,3,umc1392,2051.11,9.87E-14,1,0,1,4.94E-14,1,11.55925347,1.278109589,-0.684490654,28584.87766,1.508862067,-51017.64338,0.466584037,0.725242765,0.777839371,13446.49564,0.874275288,15180.26387,2.244123136,0.635514525,0.69895478,-14048.68347,-1.118864221,8209.11742,0.443764356,0.587045062,0.415114028,12662.56174,0.548664345,15672.22554
944,A,3,umc2033,2051.71,-9.87E-14,1,0,1,4.94E-14,1,11.61939237,2.902920418,-0.375453508,1473.95052,1.216444659,-205607569.9,0.457335338,0.875525897,0.726091413,12013.12084,0.826537161,60452385.83,2.207825215,1.114998195,0.596620611,4414.275314,-1.014195237,-54657414.84,0.424183136,0.851598633,0.399264928,6305.030485,0.525855318,77101182.86
945,A,3,IDP1475,2053.06,4.94E-14,1,0,1,0,1,11.67901492,1.314576994,-0.744083073,5607.490727,1.071967824,-24907.34147,0.493721536,0.758671632,0.781951355,6335.513171,0.867261102,16286.96783,2.334643381,0.549569796,0.653566064,-16782.28527,-1.069754983,13162.98329,0.455851977,0.609156585,0.423010843,12995.33016,0.533913762,18295.90998
946,A,3,IDP1455,2053.07,-4.94E-14,1,-4.94E-14,1,-4.94E-14,1,11.67859864,1.314991531,-0.743872871,5696.576274,1.071757622,-25289.75984,0.493993084,0.758848051,0.781994055,6431.590118,0.867299602,16534.43003,2.33576066,0.548452189,0.653006118,-17065.15078,-1.069195037,13390.8328,0.456077976,0.609282522,0.423023681,13198.69347,0.533892033,18576.66673
947,A,3,haf101,2053.51,-4.94E-14,1,-1.48E-13,1,-1.97E-13,1,11.73556386,1.116031387,-0.771195165,1093.203501,1.244553114,-3806264.128,0.468665156,0.728079728,0.778921929,2039.142534,0.867316728,3531529.058,2.274941849,0.752263565,0.684500541,-1262.311628,-1.069480265,-10230286.92,0.394566212,0.532997066,0.372323364,1795.742621,0.473751383,6699743.375
948,A,3,psr754b,2056.02,-9.87E-14,1,4.94E-14,1,0,1,11.64313244,1.236901751,-1.524999829,979.8789977,1.889418892,-934.9018061,0.47742727,0.740845734,0.843669894,601.1233837,0.91993996,935.3136009,2.284267834,0.631565024,0.660376904,10.91852441,-1.086456741,-267.3659479,0.436579638,0.585410196,0.454563684,373.5890826,0.554038856,824.7136396
949,A,3,umc1742,2059.02,0,1,-9.87E-14,1,-9.87E-14,1,11.7292896,1.060406744,-0.952729165,1868.39183,1.442903318,-2580.681314,0.513404627,0.769391711,0.739601585,1537.139324,0.812996675,1837.839903,2.417267232,0.59612443,0.577404704,-1463.055593,-1.053095769,-333.5380133,0.390352697,0.526373467,0.367466277,1731.573913,0.46006573,2082.975585
950,A,3,umc2117a,2060.22,9.87E-14,1,4.94E-14,1,0,1,11.84490901,1.151926755,-1.087288212,230.7518755,1.391438165,-1390.177732,0.481014694,0.698793277,0.813412382,479.2400452,0.880874253,66780.09191,2.369509798,0.671212118,0.623455444,-245.7211956,-1.077574188,-481445.4805,0.362859748,0.49281932,0.362850238,419.4258247,0.451107081,158971.3509
951,A,3,IDP2374,2060.23,-9.87E-14,1,-9.87E-14,1,0,1,11.8449601,1.15155323,-1.087450313,65.12328049,1.416023862,-1942002.918,0.481022481,0.751411556,0.81341152,603.3968697,0.895725921,1494459.175,2.369504945,0.516964988,0.623441751,-188.281749,-1.040764666,-387440.597,0.391983441,0.534504386,0.391974284,601.0453412,0.489091081,1165503.634
952,A,3,bnlg1113,2060.83,4.94E-14,1,0,1,0,1,11.84490161,0.992525434,-1.087420692,0.007754499,1.829112279,-81582.13098,0.481042936,0.734625998,0.813413052,29.81992683,0.897419852,24632.69007,2.369520011,0.510111766,0.623428794,-7.446610628,-1.095264782,-15240.75016,0.399029123,0.535337694,0.399008592,30.32607729,0.511666906,30910.51745
953,A,3,IDP1460,2061.13,-1.97E-13,1,0,1,0,1,11.81553833,1.232463229,-1.073282116,9429.827185,1.374001635,-60697.12687,0.522336688,0.808047791,0.819823173,24000.48812,0.90821741,44459.7276,2.469816398,0.476609637,0.573515848,-73867.15354,-1.020785109,44359.80627,0.393450953,0.534691694,0.38107018,40246.71354,0.476107675,51296.17459
954,A,3,gpm780a,2061.63,0,1,0,1,0,1,11.91009542,1.097969119,-0.504199453,-16856.46146,0.899285699,515.6110049,0.489575587,0.748727933,0.708364171,14876.09666,0.799326598,21807.20346,2.38952452,0.435700797,0.379516189,2844.073409,-0.800633429,1960.545977,0.376158246,0.517027297,0.401654309,6434.006958,0.493464823,12360.79797
955,A,3,IDP154,2062.05,-4.94E-14,1,4.94E-14,1,4.94E-14,1,12.01227784,1.050829204,-0.258096651,-27480.59703,0.337329667,36102.57169,0.498100902,0.77464829,0.673103103,13552.45788,0.762154248,17247.83621,2.413271198,0.434710916,0.277579051,3070.271017,-0.909322372,5239.544998,0.372007442,0.516999182,0.399841639,7041.752866,0.487808436,9817.93588
956,A,3,bnlg1638,2063.13,0,1,0,1,4.94E-14,1,11.65835587,1.524732705,-0.998829714,13992.5773,1.265692239,-19853.74418,0.498485343,0.698651134,0.816190364,10147.94491,0.885388143,11102.41495,2.369802292,0.182852247,0.623508686,-3754.946303,-0.87515044,5577.312111,0.385159434,0.516694343,0.374880942,9623.139368,0.465443044,9757.28674
957,A,3,gpm289a,2063.66,0,1,0,1,0,1,11.52113688,1.622517269,-0.928327027,121330.1999,1.20900915,-124052.5967,0.509718223,0.704195665,0.817910999,51323.34256,0.886343246,51424.43543,2.383397468,0.165018127,0.616852148,-45210.55777,-0.891125703,46784.01782,0.397202469,0.52687965,0.380680494,57601.88522,0.470734466,57614.7684
958,A,3,mmp144a,2066.93,-9.87E-14,1,-1.48E-13,1,-1.48E-13,1,11.55234404,1.320409631,-0.466180382,386.9536494,0.683416306,8378.278537,0.520403125,0.77912866,0.708903872,451.1784668,0.795566903,9902.571238,2.393096231,0.508235245,0.559220153,-150.4156327,-1.151974196,239.1690385,0.43758435,0.578282268,0.389980271,429.2823256,0.502523204,6426.921792
959,A,3,mmp36,2073.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
960,A,3,IDP94,2075.63,0,1,-9.87E-14,1,-4.94E-14,1,11.35007105,2.272292086,0.003805354,349.2229115,-0.079579265,-1964.012354,0.560703496,0.849715394,0.775521115,260.904591,0.86337517,547.1862025,2.590854939,0.301950943,0.500852589,-745.5147151,-0.86528776,692.3904085,0.488432313,0.685715535,0.472364658,529.9666563,0.576912446,691.7778561
961,A,3,IDP2443,2080.43,4.94E-14,1,4.94E-14,1,0,1,11.28164568,2.311754095,0.209049327,399.5637952,-0.495245108,-1425.828064,0.55867295,0.879592005,0.754244069,261.3572838,0.859463283,726.3930565,2.583885989,0.281251602,0.533086536,-664.4059008,-0.778573486,640.6260047,0.462691111,0.672330377,0.44817209,452.9429659,0.553392584,677.4183662
962,A,3,mmc0312a,2082.73,0,1,0,1,0,1,11.39269644,2.399833,-0.159291542,2.611703648,-0.226868011,-125543.5011,0.532812837,0.750101558,0.774649866,4.790406691,0.85116347,105792.4126,2.531502508,-0.159267354,0.507425087,-3.142175258,-0.506666116,46050.86916,0.379001078,0.555704447,0.373734037,4.0101475,0.461891069,34128.46804
963,A,3,umc1908,2083.63,-4.94E-14,1,0,1,-9.87E-14,1,11.38987764,1.548785072,-0.153646176,5.356159927,-0.256518466,300570738.9,0.533235033,0.890679055,0.73404498,20.99217816,0.826004205,209560484.6,2.533663032,-0.394501261,0.4729514,-13.07158557,-0.196097665,51965457.73,0.42993749,0.764411878,0.405265543,19.51015609,0.511262322,154913169.8
964,A,3,npi247,2083.83,0,1,-4.94E-14,1,-4.94E-14,1,11.67943569,1.782579114,-0.235455164,-5374.360966,-0.164475102,79480.83206,0.506905646,0.730554142,0.676014973,1624.932766,0.776605265,41151.24748,2.387403332,-0.126572007,0.514558974,-341.533971,-0.249518056,4550.992995,0.45116621,0.672601911,0.402506007,1760.62178,0.514712465,35888.672
965,A,3,php20509,2084.73,-1.97E-13,1,-2.47E-13,1,-1.97E-13,1,11.67763909,2.040178964,-0.229488957,-8436.740273,-0.458398025,22664.15018,0.506816623,0.726324623,0.677203631,2569.289756,0.775010627,7542.752266,2.387102547,-0.049697404,0.517085794,-528.7749435,-0.331006448,1282.310479,0.436776702,0.633337857,0.389603267,2683.100702,0.494333126,5397.282525
966,A,3,ufg44,2084.93,0,1,4.94E-14,1,4.94E-14,1,11.69171269,2.096508461,-0.238284601,-10722.70115,-0.466690812,20372.39536,0.50494316,0.73074809,0.667288356,3424.110971,0.769423894,7916.21496,2.379598721,-0.005299053,0.503957536,-358.6664262,-0.333096441,1579.702195,0.437622586,0.63421411,0.390067779,3301.574383,0.496125689,5955.117374
967,A,3,mmp69,2085.63,0,1,-4.94E-14,1,-4.94E-14,1,11.23958559,3.049287875,-0.051333606,131.5513198,-0.860917076,-375.560816,0.568303681,0.79914808,0.688069353,88.88908076,0.795649692,117.5147794,2.569471904,-0.128418762,0.419649057,-79.69201132,-0.270252271,-18.18322918,0.46854866,0.680224542,0.414198423,116.381829,0.528106689,165.0275618
968,A,3,AY109870,2089.53,4.94E-14,1,9.87E-14,1,4.94E-14,1,12.71366739,0.574310816,-0.38402714,-629.4355872,-0.04317726,1135.413286,0.886411239,1.07784139,0.712242579,378.1077983,0.812769277,494.2628646,2.17301611,0.145744488,0.488640543,152.6204699,-0.264235992,-142.0845436,0.807725607,0.983200073,0.465569283,316.8823619,0.5699823,417.5904391
969,A,3,AY107193,2093.03,-4.94E-14,1,-4.94E-14,1,-4.94E-14,1,11.5770057,2.201740314,-0.588566919,747.8715228,0.271970039,-134808.2024,0.516995177,0.740196724,0.824845807,7150.230082,0.896337642,88393.52279,2.534216201,-0.149439931,0.516833465,-2283.94478,-0.550221508,47263.57427,0.428029794,0.636609542,0.442020031,7841.682929,0.541003472,39858.07157
970,A,3,gpm210,2093.05,4.94E-14,1,0,1,0,1,11.57714879,2.208316831,-0.58858163,814.8502134,0.209408492,-130982.8487,0.516930245,0.739107789,0.824839327,7974.593398,0.897055322,98777.87863,2.534142648,-0.159478258,0.516869098,-2547.637793,-0.517740999,45456.22096,0.424261942,0.632831268,0.4381751,8670.179451,0.538597671,38092.27598
971,A,3,IDP370,2093.39,0,1,0,1,0,1,11.8593516,2.084351113,-0.730028826,-14160.91123,0.353597205,-137985.9605,0.478841729,0.703881018,0.819236851,4179.784349,0.887208655,71013.38212,2.37605223,-0.076570947,0.595229631,-785.7474064,-0.60769016,34342.84831,0.362632553,0.54221624,0.37423489,3790.474154,0.459648484,20018.63361
972,A,3,gpm598,2093.46,-4.94E-14,1,1.97E-13,1,1.48E-13,1,11.85620337,1.932018472,-0.729606456,-5661.78243,0.344106842,5628.155783,0.478168842,0.712467879,0.819038384,2643.042034,0.891794173,2643.1607,2.375490421,-0.001274877,0.595750556,-1628.130427,-0.595444681,1639.034278,0.362182436,0.539915482,0.373910071,2003.787549,0.45970528,2003.803374
973,A,3,rz382a,2094.13,-4.94E-14,1,0,1,0,1,11.68973121,2.552698203,-0.881971522,11.4086438,0.243646537,-9080.981294,0.504409925,0.727417728,0.730844566,5.323975973,0.812771898,4296.809679,2.378198491,-0.137356343,0.563891027,-3.72818976,-0.438431274,2304.76492,0.455834354,0.677033854,0.42458215,6.904422028,0.529915311,2491.793764
974,A,3,bnlg1816,2096.93,4.94E-14,1,2.96E-13,1,2.47E-13,1,11.68895054,2.727345772,-0.881371394,12.51932469,0.383799524,-3322.79805,0.504280994,0.764237089,0.730445722,5.175341031,0.815708109,1084.616673,2.378443042,0.060371033,0.563321476,-5.178451024,-0.382851517,-619.2554914,0.472115075,0.71431264,0.439690877,5.821722301,0.547314577,1014.950638
975,A,3,umc2263,2097.83,4.94E-14,1,4.94E-14,1,4.94E-14,1,11.76652768,2.021939832,-0.82716847,1.103887375,0.607334496,-9905.757927,0.538355598,0.754179845,0.710467127,6.097919026,0.826134455,3438.644747,2.552174039,-0.177933015,0.423946819,-2.497348998,-0.182595484,-3214.919169,0.415289249,0.608929982,0.391535756,6.25553326,0.500970521,3144.172656
976,A,3,umc1504,2098.23,4.94E-14,1,-1.97E-13,1,-2.47E-13,1,11.68325509,2.10500152,-0.843592762,13209.05122,0.243714972,-11899.91824,0.514050294,0.737028997,0.708372523,28927.70135,0.815898814,29128.86203,2.418239729,-0.043992187,0.480397273,9377.23114,-0.207715013,-18522.18297,0.440395571,0.639416703,0.406207791,15983.15671,0.511348595,16997.87271
977,A,3,mmp29,2098.53,-4.94E-14,1,0,1,0,1,11.76076162,2.155824307,-0.813841427,224.7896938,0.1139301,1016.856078,0.538532942,0.758927055,0.709329298,9312.576379,0.812077795,9533.299235,2.552864776,-0.098572295,0.425475287,-2964.660144,-0.209688788,-3095.004258,0.388426223,0.570016031,0.365482913,9009.937928,0.459150316,9551.866989
978,A,3,rz244bd,2100.13,-1.48E-13,1,0,1,-4.94E-14,1,11.76533905,2.022961479,-1.254436588,7.606159557,0.786535381,-2721.02693,0.521973217,0.742575817,0.773630842,2.997476938,0.873122317,2083.81782,2.532943754,-0.158686214,0.444660537,-2.741629449,-0.208898537,-1396.028812,0.392491558,0.582159057,0.402218733,3.249517012,0.49711067,1871.193508
979,A,3,IDP2431,2101.53,9.87E-14,1,9.87E-14,1,9.87E-14,1,11.90273708,2.137036056,-1.322322233,1929.319335,0.696364306,-12197.58686,0.548783377,0.761057992,0.777977835,3217.643971,0.865422315,6640.836485,2.613406395,-0.327879976,0.404080973,-9185.92543,-0.139545242,8839.617532,0.3973513,0.596018007,0.401621327,5602.015936,0.491248309,7372.776575
980,A,3,umc1900,2102.43,4.94E-14,1,4.94E-14,1,4.94E-14,1,11.92663022,1.861769099,-1.334165401,-4559.017854,0.73908127,-7600.511337,0.51972614,0.741010981,0.772958827,47625.91468,0.869354777,57706.21425,2.54481386,-0.170536582,0.438298171,-14564.25838,-0.197054124,-59892.91811,0.413604225,0.616973628,0.427135337,50429.4061,0.525267296,77894.11128
981,A,3,gpm462,2102.66,0,1,0,1,0,1,11.76513638,2.005051252,-1.253508532,32133.67046,0.787354236,-44056.28987,0.522012039,0.721421978,0.773344416,17177.4413,0.854856642,26633.54329,2.533027379,-0.254408398,0.44420466,-11683.86356,-0.316435837,23463.52718,0.351433124,0.51278736,0.36008994,17794.68613,0.439343198,20069.37241
982,A,3,umc1223,2104.43,0,1,4.94E-14,1,4.94E-14,1,11.92157462,1.85913015,-1.644712144,1068.633285,1.095656855,-1440.967945,0.523223845,0.715365141,0.771313527,1706.652943,0.848658918,1988.898905,2.548483421,-0.217962445,0.502103381,-1206.690853,-0.154117796,-477.0897357,0.354737807,0.519653768,0.364220066,1624.880676,0.445894413,1922.330403
983,A,3,gpm236,2106.02,-4.94E-14,1,-4.94E-14,1,0,1,12.15221933,1.813146628,-1.319210538,-4211.871084,1.126389084,-1268.533887,0.555670063,0.753815018,0.739687299,4252.735411,0.817931607,4955.578714,2.517387567,-0.276347379,0.397541305,341.8184123,-0.424698588,1751.180238,0.401963849,0.569183638,0.384955442,2848.338159,0.476094415,3167.110971
984,A,3,gpm509,2106.67,-0.192740896,1,-4.29E-10,1,-0.192740897,1,11.86700412,1.921340182,-1.421700724,0.281106248,0.826448817,NA,0.493255861,0.721404648,0.785723092,1.620064982,0.880171729,NA,2.645555313,-0.271516721,0.468481879,-9706510.634,-0.226889223,9706506.177,0.535421863,0.70130309,0.423736002,23800027.05,0.520640877,23800027.05
985,A,3,gpm267,2107.77,-3.75E-12,1,-2.14E-11,1,-2.12E-11,1,11.41700364,2.371360466,-1.231897116,77006244.4,0.979321435,-77023150.32,0.703343667,0.879578361,0.780900322,51102316.89,0.858444826,51102317.84,2.86339057,-0.489219064,0.406681677,-64464308.9,-0.472257515,64470947.05,0.484928677,0.618831107,0.363442415,53001885.42,0.45016973,53001885.56
986,A,3,AY110403,2108.13,-9.87E-14,1,4.94E-14,1,0,1,11.72198527,2.156285662,-1.231888286,11767.18638,0.680732114,-14895.37383,0.565200315,0.803596597,0.780897321,7807.944743,0.87106575,10319.4543,2.608079266,-0.125438494,0.406681321,-9849.575049,-0.198735812,6174.183854,0.437426508,0.646785224,0.433893577,9667.796332,0.531619137,11180.55147
987,A,3,gpm766,2109.71,0,1,-4.94E-14,1,-4.94E-14,1,11.91475915,1.87354852,-0.805066899,-23962.13229,0.534593502,6657.758794,0.519495819,0.740838475,0.658423042,28851.97468,0.769039643,31553.20788,2.530528626,-0.156341915,0.19107595,10471.57585,-0.130262017,-4000.235764,0.35801865,0.534147865,0.373398539,11829.44389,0.470727562,13635.38036
988,A,3,chr110a,2109.97,1.53E-12,1,-2.12E-11,1,-1.62E-11,1,12.04224371,1.60553335,-0.870591509,-440336651.8,0.25991514,440371049,0.68857616,0.871356892,0.679544807,997007777.2,0.776479361,997007777.4,2.391405837,-0.036240425,0.244817472,341403400.7,-0.014506596,-341410175.4,0.463419872,0.639484145,0.403757718,473020117.5,0.492855355,473020117.9
989,A,3,gpm848a,2110.11,2.12E-11,1,-1.36E-11,1,2.32E-11,1,11.7647369,1.698294547,-1.253288924,424433.0638,0.85261399,-424423.6443,0.522084095,0.740925968,0.77335595,226698.9986,0.862629906,226698.9987,2.533145987,-0.273513914,0.444140864,-154553.621,-0.17843065,154553.7501,0.415244732,0.634219669,0.425425273,277635.947,0.525389764,277635.9471
990,A,3,gpm639,2110.33,0,1,4.94E-14,1,4.94E-14,1,11.80934011,1.712308914,-1.275538131,2700.666126,1.079662541,-2892.248584,0.554302854,0.766153872,0.778942,3692.774309,0.856885576,3800.914577,2.606841807,-0.335440172,0.407291314,-4588.676742,-0.347592735,5025.099892,0.354418631,0.53187214,0.355295651,4006.832477,0.440397021,4015.156717
991,A,3,AY110297,2114.73,0,1,0,1,-4.94E-14,1,11.72212247,2.213727147,-1.231950413,606.7424846,1.300628076,-1579.58008,0.566033249,0.794796008,0.781046712,407.2213992,0.872106962,552.5609725,2.608214942,-0.373491147,0.406611874,-505.3290637,-0.311999427,704.6918621,0.412662864,0.630171378,0.409181409,470.7181003,0.512309006,540.4696762
992,A,3,IDP2576a,2117.37,-4.94E-14,1,-1.48E-13,1,-1.48E-13,1,11.70775966,2.42959236,-1.212401392,948.0701103,0.475013783,-3105.880275,0.566016497,0.770041564,0.781531541,585.7006748,0.869410488,1266.070588,2.607964399,-0.362966891,0.40752334,-781.2674577,-0.134557728,906.4959232,0.429995472,0.641119915,0.426391487,719.5109448,0.524708331,1177.871637
993,A,3,IDP3771,2117.53,0,1,0,1,0,1,11.69937433,2.437731529,-0.724280059,417.3014065,-0.0130654,-2569.163711,0.566331182,0.770110686,0.711262235,503.4556515,0.806798227,1223.20528,2.60924169,-0.364408527,0.407909311,-1433.735551,-0.134836708,1556.580728,0.443517872,0.661220704,0.41065335,945.6889162,0.517800756,1345.300111
994,A,3,IDP2435,2117.76,-4.94E-14,1,-1.48E-13,1,-1.48E-13,1,11.71217223,2.425030251,-0.800752983,402.3242052,0.063369455,-2562.122643,0.566137279,0.769982009,0.716625796,506.4928551,0.811533538,1228.197736,2.608377811,-0.363534643,0.396303879,-1432.944489,-0.123235329,1556.179316,0.437288426,0.651879008,0.406340902,938.0702799,0.5116512,1332.76413
995,A,3,umc1968,2120.43,9.87E-14,1,4.94E-14,1,0,1,11.51464198,1.796453551,-0.764641186,869.4078349,0.44555519,-106.3841676,0.59979085,0.903338199,0.697083717,985.169134,0.812984108,1133.113778,2.551295741,-0.016851808,0.40722624,-63.09871807,-0.270365171,-341.9465121,0.465235622,0.719728302,0.399242575,745.544496,0.515618119,927.8476388
996,A,3,AY111333,2122.57,9.87E-14,1,-1.97E-13,1,-1.97E-13,1,11.99232812,1.743804859,-0.938731421,-3087.168189,0.396226116,3121.470532,0.546335754,0.797094831,0.711961461,1467.90014,0.807718622,1469.442471,2.536946291,-0.044988741,0.431821885,-990.1885815,-0.279645781,880.3798406,0.393418559,0.58317981,0.364973206,1547.252138,0.456447787,1549.666734
997,A,3,AY110151,2124.63,-4.94E-14,1,-1.48E-13,1,-9.87E-14,1,11.76501606,2.071588151,-0.936621194,1270.301453,0.303394769,-1229.807113,0.52198186,0.745765493,0.778601766,1040.947813,0.876447789,1045.484922,2.533285576,-0.1263064,0.484084497,-2307.098328,-0.237392099,2183.229422,0.409227706,0.607702144,0.409216193,1375.82839,0.507777496,1381.018893
998,A,3,umc1920,2128.43,-4.94E-14,1,-1.97E-13,1,-9.87E-14,1,11.8211118,1.967169363,-0.85443042,-456.1713795,0.279044664,475.3348851,0.54592674,0.759606568,0.711897893,1285.425019,0.815846197,1286.196925,2.535573209,-0.16131018,0.432248148,-52.81422987,-0.188492841,-115.2024549,0.41216941,0.597274611,0.382452198,1000.1562,0.47918739,1003.501119
999,A,3,php20511,2130.33,0,1,9.87E-14,1,-9.87E-14,1,11.76413017,2.038271618,-1.252736079,16845.89362,0.667035031,-16826.58135,0.521990681,0.743353193,0.773256433,6413.872046,0.869819767,6414.020362,2.533376058,-0.15001205,0.444069173,-6050.981442,-0.205482404,5887.931948,0.397081762,0.588982542,0.40684137,5722.534339,0.499798657,5723.099278
1000,A,3,umc2264,2131.13,-9.87E-14,1,-9.87E-14,1,-9.87E-14,1,11.76694905,1.969758236,-0.827358437,-31.70717732,0.2842193,45.53015012,0.538615183,0.792080777,0.7105061,1493.181452,0.807078438,1493.423876,2.552506591,-0.062445755,0.423796865,-463.7546161,-0.270508214,420.1706567,0.391486233,0.587594718,0.368965782,1449.161038,0.462666188,1449.588677
1001,A,3,umc1449,2139.43,-4.94E-14,1,-4.94E-14,1,-4.94E-14,1,11.93112492,1.842984705,-0.845457042,-1265.197568,0.185355934,1394.151925,0.543065565,0.732109686,0.721908843,1765.979031,0.8270771,1774.437738,2.548407815,-0.258893877,0.447041364,-2459.047609,-0.134533996,2235.842732,0.388861521,0.559263389,0.367824309,1807.945845,0.460587472,1822.957517
1002,A,3,gpm515b,2143.48,-9.87E-14,1,-9.87E-14,1,-1.48E-13,1,11.92970045,1.888925134,-1.372938818,9.225700406,0.666471132,-9.113004296,0.540522146,0.706244675,0.689149161,3.49902533,0.805855298,3.793728998,2.538858003,-0.310743308,0.373368477,-3.203667624,0.013355103,-2.758300488,0.436545491,0.611584188,0.418401365,4.141605037,0.521471567,5.252818282
1003,A,3,hac101a,2146.63,1.97E-13,1,-4.94E-14,1,-4.94E-14,1,11.93949235,1.876554878,-1.268820315,803.5257346,0.557600901,-804.2881313,0.57789175,0.729389028,0.678530277,724.5572208,0.79501894,724.5585345,2.601594633,-0.387417127,0.329702606,-637.0567135,0.066281482,631.432937,0.416637523,0.569535209,0.379915996,805.4886859,0.473613627,805.4944394
1004,A,3,umc1527,2149.33,4.94E-14,1,1.48E-13,1,0,1,12.04741915,1.768315435,-1.852149079,1742.257475,1.13953898,-1746.101063,0.527165504,0.689603331,0.743419797,943.9781651,0.850926294,943.9848949,2.533271607,-0.321310623,0.366834078,-271.5546004,0.030448497,258.6062779,0.395468286,0.556435534,0.411865901,626.5924216,0.500686005,626.6405977
1005,A,3,umc1773,2150.43,-4.94E-14,1,0,1,-4.94E-14,1,12.07670843,1.738670493,-1.775578111,276.1476412,1.064470091,-22966.78621,0.52982186,0.69174721,0.746466516,173.5540149,0.853474027,18100.19365,2.542626092,-0.329872006,0.359403101,-46.10598022,0.036218186,-61538.38995,0.418338956,0.589279135,0.439188192,120.8208906,0.532918787,40654.1999
1006,A,3,psr628,2150.63,-4.94E-14,1,-1.48E-13,1,-9.87E-14,1,12.04399464,1.771257944,-1.86724941,290.8640704,1.156538692,-4730.606131,0.525760175,0.688636739,0.741772109,154.0823358,0.849367713,3546.042675,2.53114463,-0.318427942,0.369505499,-45.76522452,0.026171488,-12010.47864,0.394976021,0.556011728,0.41075619,102.5319986,0.499732348,7504.641556
1007,A,3,jpsb527a,2153.93,4.94E-14,1,-9.87E-14,1,-9.87E-14,1,11.93253026,1.540476637,-1.337275248,116.6123851,0.501058047,2001.510363,0.543021401,0.681231491,0.670248262,56.14669239,0.776370931,702.9761306,2.547468064,-0.463159857,0.355890786,-43.72007333,0.065247305,-43.64705746,0.364926077,0.502853395,0.341355608,58.5565632,0.426456953,506.7800337
1008,A,3,gpm835e,2156.26,0,1,0,1,0,1,11.99337784,1.874802793,-0.704328976,-1347.827572,0.290222447,-66.50870231,0.551722819,0.707867982,0.55707911,1254.275149,0.67254671,1715.451855,2.528005551,-0.335043297,0.031760971,652.6823273,0.072310722,141.3580164,0.356037132,0.492216353,0.330947961,448.1540382,0.425438769,715.6509054
1009,A,3,IDP1693,2158.96,0,1,-4.94E-14,1,-4.94E-14,1,12.0090905,2.094428966,-1.368803869,281.1783013,0.538817521,-3532.371741,0.578926475,0.722730808,0.678252038,794.0683603,0.780581971,1856.038375,2.651950836,-0.581530936,0.303554536,-2174.494795,0.121480661,2525.962339,0.461463111,0.647043657,0.423349048,1484.483362,0.528001062,2094.795103
1010,A,3,umc2002,2160.63,4.94E-14,1,-9.87E-14,1,-9.87E-14,1,12.23895894,1.398664486,-1.610350108,1904.807478,1.199260502,-3522.189804,0.578317071,0.742808296,0.605347263,4491.118941,0.722076705,5708.855766,2.505213797,-0.160343385,0.220169361,749.102455,0.08737136,-4635.536166,0.417874801,0.565381924,0.368632442,2767.159349,0.459150116,4298.509174
