"","names","allpos","pval"
"651","umc2249",1437.32,0.000131337332717862
"652","mmp91",1443.62,6.5853056679499e-05
"653","gpm594",1444.02,3.64294146600885e-05
"654","IDP2346",1445.67,5.30316246561968e-05
"655","bnlg108",1447.32,1.32095715477121e-08
"656","IDP1415",1448.18,5.79872594386188e-10
"657","umc2030",1454.52,2.85811374567402e-11
"658","gpm300",1455.51,1.69304792407843e-10
"659","npi242a",1456.02,1.39138223165247e-09
"660","umc8b",1456.52,2.7247832878885e-09
"661","umc2088",1457.72,1.79710468728445e-10
"662","sdg102a",1458.12,4.28339030911218e-10
"663","bnlg121",1460.32,2.87366661577693e-08
"664","gpm622b",1460.94,4.33766023100191e-10
"665","umc2079",1461.72,4.40477673113726e-07
"666","php10012",1462.02,2.3554847503604e-06
"667","hrg1",1464.32,0.000346389401366554
"668","IDP2455",1464.54,3.62182736308725e-05
"669","gpm67b",1466.57,7.51064430359882e-05
"670","AY112119",1467.84,3.77243210007983e-05
"671","umc2250",1470.02,0.00261515705162563
"672","mmp89",1472.42,0.0131228163422692
"673","umc2125",1473.22,0.00238841818057833
"674","umc2007",1475.22,0.00472399119067934
"675","gpm32",1475.38,0.00491992450582823
"676","uaz262",1477.42,0.028072007104577
"677","gpm926c",1477.92,0.0138653848465
"678","IDP2468",1479.72,0.0180032456667463
"679","umc1454",1480.32,0.0139227000791795
"680","psr922b",1483.92,0.0217104806522497
"681","isu89",1484.02,0.0790611490109032
"682","gpm653a",1484.91,0.000304071015503782
"683","psr666",1485.22,0.194568737333334
"684","umc1635",1485.82,0.389676108999736
"685","gpm918",1485.83,0.426297784831567
"686","gpm141",1485.84,0.547743231148177
"687","zpu1",1486.03,0.572613415813253
"688","gpm820e",1486.04,0.630435464079167
"689","AY107012",1486.05,0.589947148527727
"690","umc1922",1486.24,0.634029916274126
"691","IDP467",1486.46,0.102781109573897
"692","gpm835c",1486.73,0.137198427751976
"693","IDP363",1486.85,0.0406028776899872
"694","IDP631",1486.86,0.0194843157392482
"695","IDP488",1486.88,0.0366352443337388
"696","IDP183",1487.06,0.084415363927972
"697","mmp119",1487.55,0.191727590465305
"698","IDP592",1487.58,0.162601826870811
"699","IDP383",1489.38,0.103474433777289
"700","gpm221a",1489.46,0.217293039862966
"701","AY109687",1490.05,0.1414522185904
"702","gpm361",1491.45,0.0553317250453595
"703","gpm751",1491.46,0.225272298512628
"704","gpm749",1491.52,0.186704319803717
"705","AW681281",1493.46,0.113310365970129
"706","ns1",1493.71,0.617127663521641
"707","IDP4025",1493.91,0.455068585724712
"708","csu1080b",1495.66,0.460668330303345
"709","AY111877",1497.66,0.378817349446923
"710","umc2110",1498.56,0.226635180922405
"711","mmc0401",1499.66,0.179301392292532
"712","umc2252",1500.16,0.563588358284924
"713","gpm91",1502.26,0.0527072548662285
"714","npi297",1508.26,0.0189226760561049
"715","pbf1",1509.16,0.0167394387023222
"716","bnlg1831",1509.86,0.0143069712541184
"717","umc1079",1510.36,0.0153399693007049
"718","bnlg1036",1514.56,0.794807264000315
"719","IDP825",1514.63,0.679486747792798
"720","IDP2559",1515.13,0.513000831865548
"721","umc1658",1516.36,0.425880058727509
"722","gpm606a",1516.73,0.197494157275836
"723","gpm695",1516.74,0.130000052333221
"724","gpm117e",1517.32,0.0213261057158352
"725","gpm106c",1518.06,0.101754868894501
"726","umc2178",1518.47,0.19522256911322
"727","gpm769",1519.57,0.233027010940927
"728","umc2254",1519.77,0.0490492748616435
"729","agp1",1519.97,0.0265237821609308
"730","gpm620a",1520.02,0.0159106652555921
"731","bnlg1138",1520.27,0.0113835308275964
"732","gpm329b",1520.66,0.00188948864477922
"733","umc1080",1521.07,0.000492705182200903
"734","AY109981",1521.87,2.49523157966891e-05
"735","umc1004",1522.87,3.4012504875891e-06
"736","gpm482",1523.24,1.93301604156648e-06
"737","sdg119",1525.77,2.72091219762904e-05
"738","IDP866",1528.42,0.000124941969431691
"739","IDP2141",1528.43,0.000996158679283821
"740","IDP3909",1528.71,4.61132171571954e-05
"741","IDP3872",1531.82,4.62972748629387e-05
"742","umc1108",1542.58,0.00259150773237338
"743","IDP616",1546.98,0.00131044011253256
"744","gpm788b",1548.11,0.000502219986108332
"745","AI861369",1548.48,0.00089485128841793
"746","gpm662a",1548.49,0.00407953074820455
"747","bcd926b",1550.39,0.00586185682948148
"748","php20005",1552.49,0.0199427772293889
"749","umc2129",1555.19,0.0184389507671225
"750","mmp177b",1557.69,0.32841795092404
"751","gpm788c",1559.42,0.45501979500604
"752","gpm360a",1565.48,0.100125991070472
"753","gpm307b",1566.71,0.532064309812352
"754","gpm566c",1568.03,0.726176195819382
"755","gpm617",1568.13,0.650000800681538
"756","AY110410",1568.99,0.393061034620356
"757","gpm59c",1569.53,0.000356906779813704
"758","gpm622c",1569.83,0.00479746502451195
"759","gpm89b",1570.22,0.00108006429170437
"760","gpm230",1570.8,0.000228561857596454
"761","IDP1679",1574.85,0.0161590420864917
"762","nfc104b",1576.91,0.285459481813313
"763","gpm565a",1580.61,0.12211399809626
"764","gpm409a",1581.07,0.37374480558816
"765","nfd101b",1581.78,0.0596712780090973
"766","gpm178a",1586.46,0.0574275716317291
"767","AY109917",1593.29,0.0047819654872866
"768","IDP456",1593.67,0.0106891878603516
"769","gpm507",1596.5,0.00439106370228426
"770","IDP309",1597.04,0.00542982541901937
"771","bnlg1633",1597.3,0.000641375579518488
"772","IDP3824",1599.45,0.00046796481051703
"773","IDP364",1601.85,0.00876025571007621
"774","AY109722",1602.79,0.00577939986962128
"775","IDP1657",1604.48,0.145967395595975
"776","umc36b",1613.99,0.159243349411514
"777","chr119",1615.49,0.27679311157326
"778","bnlg2077",1615.89,0.225183149063818
"779","psr135b",1618.99,0.544332623077213
"780","IDP3864",1619.23,0.346121255460324
"781","gpm830a",1619.28,0.400830115180505
"782","sdg116b",1619.36,0.17144147941406
"783","asg20",1619.79,0.514921339517369
"784","gpm609b",1619.88,0.402599558433484
"785","gpm576a",1619.89,0.592253015264875
"786","IDP660",1620.62,0.300816440063062
"787","umc1049",1621.79,0.46973887679873
"788","IDP485",1623.1,0.798231825263831
"789","bcd808c",1637.19,0.288909049742875
"790","gpm613",1639.04,0.0939017577553927
"791","mmp84",1639.39,0.609437368245724
"792","IDP3963",1644.93,0.619580651310226
"793","IDP2477",1646.38,0.656147097594622
"794","IDP3918",1647.97,0.278182669025211
"795","AY109583",1648.49,0.149196867130419
"796","bnlg1233",1650.29,0.362716379656102
"797","umc137a",1650.69,0.371554469129208
"798","chr122",1653.69,0.436055000278188
"799","AI668346",1656.89,0.472075168390602
"800","gpm683c",1662.95,3.07664143550657e-06
"801","IDP204",1667.72,0.0472624341006367
"802","IDP136",1667.73,0.273626292040363
"803","hag104",1668,0.115099508567848
"804","bnlg1316",1670.3,0.413372522484406
"805","bnl6.20",1670.9,0.231260131004348
"806","gpm380",1675.48,0.131059353069321
"807","gpm756c",1677.15,0.186173014813712
"808","npi210",1677.6,0.218742592599602
"809","chc101b",1678.01,0.119280653009517
"810","mmp137",1678.2,0.0566751259932514
"811","AY109645",1679.9,0.0630765387416817
"812","IDP633",1682.57,0.284161509203011
"813","IDP157",1683.32,0.301261048544195
"814","IDP785",1685.32,0.221733963034561
"815","umc2085",1685.5,0.0310161268143636
"816","IDP1674",1687.81,0.009628012699888
"817","npi113b",1689.2,0.0135156697403946
"818","npi298a",1689.4,0.00251501748911798
"819","umc1633",1689.6,0.00952449581794979
"820","AY109575",1693.8,0.0717400705456192
"821","IDP469",1694.36,0.204594622134637
"822","IDP176",1702.94,0.28880746498543
"823","mmp34",1703.6,0.149648770658565
"824","mmp138",1707,0.119542399953221
"825","gpm235a",1707.08,0.113204901785553
"826","psr119b",1707.1,0.131672403198735
"827","gpm728b",1708.17,0.0496982769276424
"828","mmc0381",1713.5,0.0443886138850562
"829","gpm123",1713.89,0.00182020970456476
"830","bnlg1746",1714.7,8.09321598951307e-05
"831","gpm807",1715.03,1.21378295843133e-05
"832","isu115",1716.3,0.00600469795656555
"833","isu91b",1716.5,0.0024689726125261
"834","bnlg1940",1718.7,0.0165648522809395
"835","gpm574b",1718.71,0.0543354931324613
"836","IDP1450",1719.09,0.0572539064907069
"837","psr144a",1720.6,0.149077507148375
"838","psr144c",1722.2,0.233326446276731
"839","gpm16",1724.32,0.276386322407157
"840","gpm922f",1730.59,0.709052631512416
"841","IDP2565",1730.98,0.598433088617765
"842","umc49a",1732.6,0.503402812332106
"843","IDP193",1732.64,0.672156846910663
"844","IDP143",1734.77,0.735834856343257
"845","gpm487",1740.85,0.330000496014473
"846","umc1256",1741.8,0.16817559712239
"847","umc1252",1742,0.181025973214074
"848","AY109592",1742.7,0.0772544278438079
"849","gpm365a",1747.28,1.02227580067726e-07
"850","gpm858d",1772.97,0.414593671622306
"851","IDP610",1774.42,0.075640950302115
"852","gpm346c",1774.56,0.0120498666244342
"853","IDP114",1775.91,0.0198985096754719
"854","gpm717a",1783.87,1.30679793886035e-06
"855","gpm466b",1784.29,0.000704808792459155
"856","gpm383c",1786.85,8.26951451359248e-05
"857","bnlg469b",1791.2,4.37474011814043e-05
"858","bnlg1893",1795.9,0.0670018689051853
"859","IDP171",1800.58,0.0797218622278302
"860","umc36a",1802.2,0.299662602218485
"861","gpm281a",1806.55,0.177072465551399
"862","gpm619",1810.76,0.468976991779879
"863","IDP661",1816.2,0.461875821667433
"864","AY110389",1822.9,0.698263728177213
"865","IDP1944",1826.25,0.791927038860217
"866","gpm325c",1829.7,0.722750173985788
"867","gpm442a",1829.98,0.647161854500029
"868","umc2184",1833.5,0.651858424514624
"869","mmp183",1835.7,0.528511379985273
"870","gpm926i",1840.56,0.0741048597985624
"871","bnl17.14",1843.6,0.556168305141121
"872","lim104",1847.6,0.786274785028553
"873","chr106b",1849.2,0.889315841267761
"874","nfa103b",1849.21,0.898842326847828
"875","ufg55",1852.11,0.808801967917159
"876","AY109586",1854.21,0.773111107631024
"877","umc1696",1857.41,0.724950740686174
"878","AY106674",1866.13,0.495830569595885
"879","AY111236",1866.41,0.467124844116275
"880","gpm257n",1870,1
"881","IDP125",1870.7,0.510485776266399
"882","gpm916d",1870.9,0.685387616397788
"883","umc2118",1871,0.321955274578402
"884","umc1931",1875.6,0.396369506883013
"885","umc1746",1877.1,0.748252399361407
"886","gpm257s",1878.5,0.0356977342152176
"887","umc1780",1881.2,0.77204645705097
"888","AY106313",1881.4,0.806912013992309
"889","bnl8.15",1881.41,0.550139791399812
"890","IDP703",1883.43,0.324403648738423
"891","IDP394",1890.52,0.621666965310969
"892","umc1394",1891.81,0.0551837231541471
"893","umc1970",1898.21,0.0930870872664127
"894","IDP3785",1898.48,0.359916887268088
"895","umc2071",1899.21,0.337829433128762
"896","asg64",1899.61,0.807876837744033
"897","mmp158a",1901.81,0.77765714753355
"898","AY112199",1904.79,0.824872428815529
"899","umc1892",1905.51,0.280606877525529
"900","php20905",1907.21,0.059403937376447
"901","umc2049",1908.71,0.00936051700528384
"902","mmp38",1912.61,3.19533307024944e-06
"903","gpm668e",1912.81,3.38869368121664e-07
"904","umc121",1924.31,1.03528780098783e-05
"905","gpm713",1926.77,0.000508839482767809
"906","asg30c",1928.01,0.00305981243958509
"907","csu32a",1930.01,0.00987144798294115
"908","umc1458",1937.21,0.0999478341575712
"909","gpm770",1938.67,0.0344692707789673
"910","gpm336b",1938.92,0.100361631070647
"911","IDP3906",1942.08,0.0510510573636306
"912","bnlg1325",1943.28,0.000934196461678916
"913","bnlg1144",1947.01,9.5280799516928e-07
"914","gpm783",1953.62,6.13901152135554e-11
"915","gpm854",1960.35,7.91211540729364e-11
"916","gpm648",1965.41,6.2321370286611e-11
"917","bnlg1647",1973.31,5.97588645234737e-12
"918","lim66",1994.81,2.62552046770281e-09
"919","umc2258",1997.81,7.02316290496219e-05
"920","bnlg1447",1999.41,2.85452027296573e-05
"921","umc2259",2001.71,0.000172888878307131
"922","mmp79",2009.31,0.343629723985939
"923","gpm547a",2010.18,0.101687256504689
"924","mmp186",2015.31,0.0441455978973879
"925","gpm580b",2017.5,0.0165382274905987
"926","gpm423a",2017.7,0.00463551922120842
"927","asg48a",2022.71,0.033084176007881
"928","bnl8.35a",2023.41,0.00444889134540194
"929","npi276a",2024.01,0.00980425925236672
"930","uaz159b",2027.31,0.7336429012045
"931","umc1030",2029.01,0.272948393591011
"932","gpm810a",2029.72,0.555039186995956
"933","gpm420c",2031.65,0.292449900772243
"934","umc1772",2033.51,0.118892606075381
"935","npi446",2033.81,0.0374575109975328
"936","IDP697",2033.83,0.0144833854873737
"937","umc2000",2036.91,2.59933239883381e-05
"938","umc1608",2038.01,1.70065587519197e-05
"939","gpm320d",2040.36,2.87423192335545e-06
"940","umc2158",2046.61,0.00641612228802357
"941","umc1495",2047.41,0.000782606240662287
"942","nfc104c",2050.23,0.00275973426663345
"943","umc1392",2051.11,0.00068905061497293
"944","umc2033",2051.71,0.00291051585202884
"945","IDP1475",2053.06,0.0269130229325215
"946","IDP1455",2053.07,0.0164657725740279
"947","haf101",2053.51,0.0137713781815125
"948","psr754b",2056.02,0.00293509276189852
"949","umc1742",2059.02,0.000400938451325272
"950","umc2117a",2060.22,0.00123752607471717
"951","IDP2374",2060.23,0.0155575452683993
"952","bnlg1113",2060.83,0.0377093528290875
"953","IDP1460",2061.13,0.284025173402289
"954","gpm780a",2061.63,0.183205310912657
"955","IDP154",2062.05,0.196187218793728
"956","bnlg1638",2063.13,0.187398598551969
"957","gpm289a",2063.66,0.12701678044683
"958","mmp144a",2066.93,0.00102542678634621
"959","mmp36",2073.43,0.00265866989178531
"960","IDP94",2075.63,0.147600395007129
"961","IDP2443",2080.43,0.0291378322458493
"962","mmc0312a",2082.73,0.00155424871604759
"963","umc1908",2083.63,0.00218196945249427
"964","npi247",2083.83,0.00187330117334417
"965","php20509",2084.73,0.00216573371100293
"966","ufg44",2084.93,0.00146662337347769
"967","mmp69",2085.63,0.0012892116163904
"968","AY109870",2089.53,0.00100750359509461
"969","AY107193",2093.03,0.0356488365539873
"970","gpm210",2093.05,0.0195789563235031
"971","IDP370",2093.39,0.0135210890614997
"972","gpm598",2093.46,0.00723994426545949
"973","rz382a",2094.13,8.07585262752042e-06
"974","bnlg1816",2096.93,6.82846239818957e-06
"975","umc2263",2097.83,9.46261606848964e-06
"976","umc1504",2098.23,2.63000478928355e-06
"977","mmp29",2098.53,0.000649814150515127
"978","rz244bd",2100.13,0.000338348675270383
"979","IDP2431",2101.53,6.8909651211535e-05
"980","umc1900",2102.43,1.69916844938722e-06
"981","gpm462",2102.66,1.09520456670342e-05
"982","umc1223",2104.43,0.00075222801576913
"983","gpm236",2106.02,0.00178658908342544
"984","gpm509",2106.67,0.0019129409645593
"985","gpm267",2107.77,0.159866346702358
"986","AY110403",2108.13,0.279624411356151
"987","gpm766",2109.71,0.0374714286552608
"988","chr110a",2109.97,0.0119099348056192
"989","gpm848a",2110.11,0.00698581811746657
"990","gpm639",2110.33,0.00430961351058934
"991","AY110297",2114.73,0.00192590279973404
"992","IDP2576a",2117.37,0.00209349217274812
"993","IDP3771",2117.53,0.00129780990019768
"994","IDP2435",2117.76,0.00568457561619529
"995","umc1968",2120.43,0.0126523589938388
"996","AY111333",2122.57,0.00758711813494872
"997","AY110151",2124.63,0.00892788563529356
"998","umc1920",2128.43,0.0279961074159456
"999","php20511",2130.33,0.0279396295011741
"1000","umc2264",2131.13,0.0827973365926251
"1001","umc1449",2139.43,0.171520259810634
"1002","gpm515b",2143.48,0.0488942105225589
"1003","hac101a",2146.63,0.301063841655618
"1004","umc1527",2149.33,0.502073240338524
"1005","umc1773",2150.43,0.280163997029383
"1006","psr628",2150.63,0.342571005575132
"1007","jpsb527a",2153.93,0.246829619355541
"1008","gpm835e",2156.26,0.0687882251015733
"1009","IDP1693",2158.96,0.0432919495559193
"1010","umc2002",2160.63,0.0852021583836348
"1011","IDP685",2161.53,0.210197020853759
"1012","IDP288",2162.9,0.304128087955008
"1013","gpm150a",2163.32,0.128409768146052
"1014","gpm332",2165.42,0.51500713327765
"1015","gpm542a",2166.02,0.381747379895738
"1016","umc102a",2167.93,0.305957653823987
"1017","umc1174",2169.23,0.541269935370719
"1018","umc1600",2171.03,0.403302887147974
"1019","IDP869",2171.1,0.176394356314384
"1020","mmp80",2173.73,0.116337075186037
"1021","IDP138",2175.2,0.102715584847173
"1022","umc1693a",2175.83,0.0543019609207926
"1023","bnlg1601",2176.13,0.0813075361389562
"1024","gpm829",2176.75,0.0619759163067441
"1025","IDP1698",2177.2,0.0170606789535704
"1026","IDP1433",2177.79,0.00898290757316045
"1027","gpm158",2177.9,0.0145984636416815
"1028","rz296b",2179.53,0.00641082315486852
"1029","gpm297",2181.77,0.0403808176326292
"1030","gpm140",2181.89,0.148934501118821
"1031","gpm28b",2182.01,0.22283916383209
"1032","gpm215",2182.71,0.120254031133104
"1033","gpm859",2182.72,0.104205564586372
"1034","chr109b",2182.84,0.0351059444561819
"1035","umc1102",2182.85,0.0450546326211818
"1036","gpm628",2182.99,0.0534586166130372
"1037","gpm271",2183,0.0467962215466929
"1038","bnlg1035",2183.46,0.0498570077154664
"1039","AY110352",2185.46,0.0562820645473531
"1040","gpm110",2185.47,0.140084092368148
"1041","mmc0022",2188.27,0.130061628093225
"1042","php20508",2188.47,0.0182728060555071
"1043","umc1167",2189.27,0.0177697895076869
"1044","gpm24",2194.59,0.00621728700047264
"1045","gpm847",2194.6,0.0140515654064168
"1046","IDP4031",2195.19,0.00110314261289934
"1047","umc1501",2195.48,0.0045501036634954
"1048","IDP474",2195.49,0.00666173432183137
"1049","AY112215",2196.29,0.0013272306233717
"1050","IDP3883",2196.77,0.0301792242951887
"1051","IDP2414",2197.1,0.0390804268259366
"1052","psr119a",2197.99,0.0411184819872402
"1053","gpm370",2200.06,0.00506156394634538
"1054","cdo105",2200.69,0.0299347278033132
"1055","AY111507",2201.39,0.0181590975314507
"1056","AY111541",2204.69,0.159097992804792
"1057","IDP277",2213.88,0.276323107823431
"1058","umc26a",2214.29,0.886504174260486
"1059","IDP3796",2214.3,0.736218899969654
"1060","myb2",2216.9,0.344826137739606
"1061","IDP1974",2219.93,0.490548390073229
"1062","gpm789a",2221.06,0.449882189267289
"1063","umc2265",2224.1,0.465557469893371
"1064","gpm402b",2224.45,0.839791116786347
"1065","gpm375a",2224.86,0.521460889820619
"1066","sps2",2228.4,0.21919673982226
"1067","csu636",2231.2,0.391396947498433
"1068","umc1973",2241.5,0.0926263713704618
"1069","IDP667",2241.96,0.155707155213662
"1070","IDP3838",2244.59,0.113605110331308
"1071","AY106230",2248,0.0542586059763968
"1072","gpm397a",2252.28,0.0350506190106924
"1073","AY111296",2255,0.00138118788225483
"1074","AI770873",2258.2,0.000117684284035358
"1075","mmp184",2259.2,0.000219064538084068
"1076","npi296",2259.8,0.00119859244293874
"1077","umc1539",2260.4,0.00123891119971797
"1078","IDP1434",2260.61,0.00114296338329689
"1079","bnl5.37b",2260.9,0.0119853722487895
"1080","umc1311",2264.9,0.161589947977311
"1081","umc1730",2268.5,0.119657234539637
"1082","gpm325b",2268.6,0.0367003027652458
"1083","gpm249a",2268.84,0.263595250201472
"1084","umc1027",2271.3,0.0786508274387828
"1085","lim486",2275.4,0.162702689814572
"1086","IDP73",2279.93,0.368831978121346
"1087","rz538b",2281.2,0.223270542150623
"1088","gpm938a",2283.44,0.0778320770507435
"1089","gpm820b",2284.1,0.0122563378003814
"1090","AY106026",2285.44,0.00374653082545928
"1091","asg39",2286.2,0.0144389474388712
"1092","IDP249",2286.76,0.0137137159498273
"1093","BE639846",2293.7,0.0300302181197265
"1094","IDP854",2296.28,0.17955001468041
"1095","IDP522",2296.32,0.145664743265744
"1096","gpm799",2296.55,0.150011762253021
"1097","umc2266",2304.4,0.309345253564489
"1098","gpm274",2306.41,0.404284858355076
"1099","gpm44b",2312.52,0.268520591791779
"1100","gpm425a",2316.97,0.0526574676997562
"1101","AY110055",2320.4,0.775011628111769
"1102","IDP4064",2321.06,0.764001674810909
"1103","mmp27",2321.5,0.746372818827872
"1104","jpsb79",2321.6,0.683690757700294
"1105","IDP434",2323.11,0.732451214342368
"1106","psr754a",2330,0.736872123597415
"1107","IDP842",2331.19,0.330988560882719
"1108","umc2268",2331.2,0.262145041069346
"1109","gpm298",2334.98,0.00782680935466185
"1110","gpm753d",2336,0.753378028139604
"1111","gpm716d",2336.23,0.72130727769567
"1112","lim331a",2338.21,0.626837589693844
"1113","gpm37",2338.62,0.127284574195544
"1114","umc1644",2343.2,0.0123084218731885
"1115","gpm588a",2347.02,0.0231159194057733
"1116","IDP1440",2347.28,0.0706876565523702
"1117","mmp5",2347.6,0.166766970569936
"1118","csu1183",2350.2,0.0948445552965997
"1119","bnlg1951",2351.7,0.0696290793659896
"1120","gpm716b",2351.84,0.0346720363691785
"1121","IDP338",2352.4,0.0667736332942183
"1122","IDP3874",2353.81,0.0480708519381896
"1123","gpm34b",2355.3,0.017518735630307
"1124","IDP1680",2357.88,0.0184401574849065
"1125","csu191",2358.1,0.0257946900890135
"1126","IDP149",2360.3,0.0281355165139188
"1127","bnlg1160",2361.5,0.00822495962880487
"1128","gpm416b",2361.51,0.0366381991678397
"1129","gpm211",2361.52,0.252723636734879
"1130","umc2270",2364.11,0.549916363052724
"1131","IDP1689",2364.96,0.62485723540466
"1132","IDP2348",2367.74,0.865975145879429
"1133","sdg113",2368.7,0.874825065485199
"1134","lim424",2373.11,0.102441739189064
"1135","lim269",2374.81,0.00477958166264447
"1136","AY111125",2377.31,0.0849752230477493
"1137","php15033",2381.21,0.249415106544642
"1138","bnlg197",2381.61,0.214421674729756
"1139","AI770795",2382.81,0.363265358118541
"1140","asg7b",2387.11,0.124566431514094
"1141","bnl6.16a",2390.81,0.0256794212590388
"1142","umc3b",2399.51,0.00425872504192126
"1143","umc2050",2408.31,0.0170822060339353
"1144","umc1135",2410.31,0.00289398503265104
"1145","umc1767",2412.11,0.000965341402182074
"1146","gpm811",2412.95,0.000150519491597167
"1147","AY107018",2414.15,6.11898367023356e-05
"1148","umc2272",2414.31,3.91604523908295e-05
"1149","umc1528",2414.51,0.00814420098756341
"1150","gpm159",2414.71,0.000594587035594674
"1151","bnlg1605",2414.72,0.00173516541221519
"1152","IDP3775b",2415.13,0.000378661247934731
"1153","gpm823",2415.77,9.75117527812763e-06
"1154","IDP1617",2417.15,8.07751272424717e-06
"1155","IDP783",2418.66,0.00183862507684041
"1156","gpm649",2419.1,0.0287004811960145
"1157","IDP137",2420.63,0.0612866714537712
"1158","gpm664",2432.17,0.513204688044589
"1159","AY104511",2432.22,0.633561234924383
"1160","AY109828",2436.62,0.368213448293744
"1161","asg10",2437.52,0.652609128346986
"1162","umc1489",2437.72,0.633106889740608
"1163","umc2273",2438.12,0.734322453985542
"1164","umc1404",2438.42,0.303225428928491
"1165","gpm395a",2438.83,0.503598655328101
"1166","gpm219",2442.69,0.0447108422202028
"1167","gpm700",2442.82,0.0873740822459047
"1168","sdg117a",2445.09,0.524877461848159
"1169","smh4",2447.74,0.0508129856942592
"1170","AY106518",2449.15,0.0130277345283987
"1171","umc1825",2449.62,0.0251679605584259
"1172","IDP3772",2453.17,0.0149653530011866
"1173","IDP3894",2453.68,0.00597529932243324
"1174","umc17a",2455.62,0.391583223477301
"1175","AW258116",2457.11,0.110639072826609
"1176","IDP583",2466.61,0.33111050410686
"1177","IDP3846",2467.16,0.171813754878846
"1178","AY105849",2467.72,0.153378198655696
"1179","gpm365c",2476.25,0.0917110233913587
"1180","gpm239a",2476.78,0.0504395186469454
"1181","umc2274",2478.72,0.00891354728598925
"1182","umc1140",2479.32,0.0310232025957643
"1183","umc2275",2480.32,0.0389890253256701
"1184","mmc0251",2481.52,0.0638221935944779
"1185","cdo118",2481.92,0.0600980726306481
"1186","IDP472",2483.69,0.0276364912820265
"1187","gpm892",2483.8,0.0398852836444454
"1188","gpm268c",2483.85,0.0662432849840351
"1189","umc1915",2487.62,0.000301228165519585
"1190","bnlg1108",2488.72,0.000311589095898235
"1191","gpm850b",2489.07,0.0242901215372182
"1192","IDP546",2490.97,0.0295935050478734
"1193","IDP3849",2492.24,0.0717697295993044
"1194","IDP3927",2492.25,0.0826481874406373
"1195","IDP3813",2494.1,0.368512285928107
"1196","IDP1608",2494.28,0.166554847856941
"1197","gpm173",2495.42,0.011230847062515
"1198","sdg115",2495.73,0.0493447791811825
"1199","umc2081",2497.23,0.105563296515754
"1200","php10080",2502.53,0.0110650291458999
"1201","umc1320",2503.93,0.0407438073383795
"1202","umc1273",2504.93,0.129898638495113
"1203","AY109934",2508.43,0.0847247759724759
"1204","umc2276",2522.53,0.0774725891120662
"1205","IDP128",2529.68,0.267234547785558
"1206","umc2174",2553.73,0.417071165900481
"1207","AY110540",2561.33,0.458645210547826
"1208","umc63a",2567.33,0.617529960882327
"1209","IDP509",2567.88,0.624216075234939
"1210","IDP11",2567.89,0.550222300903083
"1211","gpm652a",2568.23,0.570443396797454
"1212","csu303",2569.34,0.805490940379373
"1213","csu845",2572.34,0.940989687435378
"1214","IDP2379",2578.42,0.452761927594366
"1215","AY111254",2586.28,0.618960363553759
"1216","IDP2591",2592.73,0.104551467237769
"1217","IDP351",2594.77,0.0980878801697844
"1218","jpsb107c",2598.24,0.253356618480501
"1219","IDP477",2598.84,0.537258646612847
"1220","jpsb443",2602.64,0.347351296041727
"1221","jpsb106",2602.74,0.278917138897631
"1222","gpm89c",2604.33,0.246023670021246
"1223","lim182",2613.14,0.540327061834929
"1224","IDP284",2614.13,0.539512164419432
"1225","umc2008",2617.14,0.136670705803715
"1226","umc2277",2617.64,0.24382525752891
"1227","umc1813",2618.64,0.225088311445775
"1228","IDP406",2619.06,0.0958111583926815
"1229","bnlg1536",2622.24,0.304103886591935
"1230","IDP624",2627.14,0.291874144804464
"1231","bnlg1754",2627.15,0.268222211178278
"1232","npi457",2628.35,0.411836168232033
"1233","npi425a",2630.05,0.507381479310208
"1234","bnlg1496",2631.05,0.670579678176366
"1235","IDP9",2631.77,0.667608921705637
"1236","gpm591a",2635.12,0.713587784870184
"1237","AY110567",2639.15,0.847080413388567
"1238","IDP518",2640.55,0.478599765119559
"1239","IDP398",2644.45,0.273399799217114
"1240","IDP152",2651.23,0.0542246295057922
"1241","gpm660c",2659.88,0.00908500700342652
"1242","npi420",2661.75,0.000631209852328229
"1243","gpm365d",2663.6,0.0123888825537014
"1244","IDP253",2666.41,0.00414816921820227
"1245","IDP1480",2668.43,0.00101331187283349
"1246","IDP116",2672.3,0.000217046590954562
"1247","umc1641",2677.05,0.00833782310625486
"1248","gpm34a",2677.11,0.0082205125908148
"1249","IDP2394",2678.19,0.00530606252974564
"1250","IDP798",2679.01,0.00052399589072516
"1251","IDP58",2681.57,3.82680887863751e-05
"1252","IDP3907",2683.36,0.000495648379632785
"1253","gpm253a",2685.78,0.000337013834981637
"1254","IDP545",2693.08,0.339427379634063
"1255","lim96",2693.65,0.41441838371352
"1256","IDP2566",2693.79,0.378991825752747
"1257","plt2",2697.55,0.0747456842834933
"1258","IDP3833",2697.56,0.0696552232733706
"1259","umc255b",2700.06,0.0467136893805398
"1260","IDP158",2700.07,0.0540182936531178
"1261","gpm34i",2716.78,0.00578903204720338
"1262","gpm34c",2745.08,8.9925871552099e-05
"1263","gpm880d",2755,0.000521849156549736
"1264","umc2278",2760,0.00367205726998532
"1265","ufg26",2761.8,0.000259793485096527
"1266","mtl1",2762.9,7.42454946979221e-05
"1267","bnlg1434",2764.3,0.000566805212285693
"1268","ufg52",2767,6.52002434320398e-06
"1269","mmp192",2773.7,0.0557877388910394
"1270","IDP238",2778.34,0.784642436833676
"1271","csu221",2778.7,0.590261456758853
"1272","umc2279",2782.9,0.573812335407997
